htid,title,author,year,source
mdp.39015008171277,Myron,Gore Vidal,1974,laure
mdp.39015024078795,Feral,Berton Roueché,1974,laure
uc1.b4350620,Changes,Richard Perry,1974,laure
mdp.49015000903980,A Billion for Boris,Mary Rodgers,1974,laure
mdp.39015032821939,Let's Fall in Love,Carol Hill,1974,laure
mdp.39015030739844,Amo,Alice Denham,1974,laure
uc1.b3457755,Solitaire,Mojmir Drvota,1974,laure
mdp.39015031232765,Zulu Heart,Shirley Graham Du Bois,1974,laure
uc1.$b810094,Horan: The Story of the World's First Cure for Sex,Philip C. Lewis,1974,laure
uc1.32106009916872,"The Secret Life of Saeed, the Ill-fated Pessoptimist: A Palestinian Who Became a Citizen of Israel",Emile Habiby,1974,laure
mdp.39076000684055,Why Have the Birds Stopped Singing?,Zoa Sherburne,1974,laure
mdp.39015030711108,The Terrors of Dr Treviles: A Romance,Peter Redgrove & Penelope Shuttle,1974,laure
wu.89048452759,N.U.K.E.E.,Don Widener,1974,laure
mdp.39015002706920,A Blank Book,Melinda Popham,1974,laure
mdp.39015042597107,The Life and Adventures of Trobadora Beatrice As Chronicled by Her Minstrel Laura,Irmtraud Morgner,1974,laure
uva.x001263574,Chess King,Shi-Kuo Chang,1974,laure
mdp.39015032979364,Twilight Country,Knut Faldbakken,1974,laure
mdp.39015025363790,Let's Go Play at the Adams',Mendal W. Johnson,1974,laure
uc1.$b399368,The Spell of Time: A Tale of Love in Jerusalem,Meyer Levin,1974,laure
uc1.b4223802,The Master Cat: The True and Unexpurgated Story of Puss in Boots,David Garnett (I),1974,laure
uc1.b4401630,A Day in the Life of Jay Peter Sweetly,Paul Golis,1974,laure
uc1.b4089055,"M. C. Higgins, the Great",Virginia Hamilton,1974,laure
uva.x000192642,The Battle of Disneyland,Thom Keyes,1974,laure
mdp.39015012964089,Witch of the Cumberlands,Mary Jo Stephens,1974,laure
mdp.39015033521421,"Once I Was a Square: a Visual Fable for Children, Adults & Squares",Adele Aldridge,1974,laure
inu.30000114436722,Shamp of the City-Solo,Jaimy Gordon,1974,laure
ppt.ssfcbz201710000378,I have no mouth and I must scream : stories / Harlan Ellison.,"Ellison, Harlan",1974,temple
ppt.ssfcbz202002001027,Monitor found in orbit / by Michael G. Coney.,"Coney, Michael,",1974,temple
ppt.ssfcbz202002001045,"Alternities / edited by David Gerrold ; associate editor, Stephen Goldin.",,1974,temple
mdp.39015027252215,The Monkey Wrench Gang,Edward Abbey,1975,laure
ppt.ssfcbz201710000442,Sign of the Unicorn,Roger Zelazny,1975,laure
mdp.39015002191446,The Shockwave Rider,John Brunner,1975,laure
mdp.39015062115814,Ragtime,E. L. Doctorow,1975,laure
mdp.39015008639398,Peace,Gene Wolfe,1975,laure
uc1.32106012733850,Norstrilia,Cordwainer Smith,1975,laure
mdp.39015010342635,Imperial Earth,Arthur C. Clarke,1975,laure
mdp.39015040110978,The Heritage of Hastur,Marion Zimmer Bradley,1975,laure
mdp.39015047597136,The Female Man,Joanna Russ,1975,laure
uc1.b4355109,The Exile Waiting,Vonda N. McIntyre,1975,laure
ppt.ssfcbz201710000350,Dhalgren,Samuel R. Delany,1975,laure
mdp.39015058394282,The Computer Connection,Alfred Bester,1975,laure
mdp.39015020749142,Bid Time Return,Richard Matheson,1975,laure
ppt.ssfcbz202002001037,Nightmare Blue,Gardner Dozois & George Alec Effinger,1975,laure
pst.000010278420,Midworld,Alan Dean Foster,1975,laure
mdp.39015040129085,High-Rise,J. G. Ballard,1975,laure
uc1.32106017813053,Dragonfly,K. R. Dwyer,1975,laure
ppt.ssfcbz201808000138,The Long Sleep,John Hill,1975,laure
mdp.39015046383959,Grimus,Salman Rushdie,1975,laure
mdp.39015038916428,Ecotopia,Ernest Callenbach,1975,laure
mdp.39015059216732,Ecotopia: the Notebooks and Reports of William Weston,Ernest Callenbach,1975,laure
mdp.39015048708542,Mind Wizards of Callisto,Lin Carter,1975,laure
pst.000000484855,The Nemesis of Evil,Lin Carter,1975,laure
inu.32000002768507,The Jonah Kit,Ian Watson,1975,laure
pst.000026190907,A Knight of Ghosts and Shadows,Poul Anderson,1975,laure
mdp.49015000686825,The Broken Citadel,Joyce Ballou Gregorian,1975,laure
mdp.39015011802264,The Quest for Tanelorn,Michael Moorcock,1975,laure
mdp.39015019801821,Galaxies,Barry N. Malzberg,1975,laure
mdp.39015005735652,The Great Victorian Collection,Brian Moore,1975,laure
mdp.39015031604625,Dead Babies,Martin Amis,1975,laure
mdp.39015062112472,Dogsbody,Diana Wynne Jones,1975,laure
pst.000015755001,Berserker's Planet,Fred Saberhagen,1975,laure
uc1.b4102015,The Wizard in the Tree,Lloyd Alexander,1975,laure
mdp.49015002601962,Fade-Out,Patrick Tilley,1975,laure
mdp.39015010838004,The Chain of Chance,Stanislaw Lem,1975,laure
uva.x000630191,The Aluminum Man,G. C. Edmondson,1975,laure
uc1.b4101885,The Transfigured Hart,Jane Yolen,1975,laure
pst.000030169975,No Night Without Stars,Andre Norton,1975,laure
mdp.39015016879648,Enchanted Pilgrimage,Clifford D. Simak,1975,laure
uva.x000285853,The Shattered People,Robert Hoskins,1975,laure
uc1.$b400480,Noah's Castle,John Rowe Townsend,1975,laure
mdp.39015030042058,The Killing Gift,Bari Wood,1975,laure
pst.000032707021,Among the Dolls,William Sleator,1975,laure
uc1.32106002035548,Jacob Two-Two Meets the Hooded Fang,Mordecai Richler,1975,laure
pst.000033672496,The Ghost Belonged to Me,Richard Peck,1975,laure
mdp.39015000627250,The Dissertation,R. M. Koster,1975,laure
ppt.ssfcbz201808000124,Growing Up in Tier 3000,Felix C. Gotschalk,1975,laure
mdp.39015010484064,The Romance of Atlantis,Taylor Caldwell & Jess Stearn,1975,laure
mdp.49015000902438,A Stranger Came Ashore,Mollie Hunter,1975,laure
ppt.ssfcbz201808000122,Phoenix Without Ashes,Harlan Ellison & Edward Bryant,1975,laure
mdp.39015011254359,The Not-World,Thomas Burnett Swann,1975,laure
mdp.39015013115046,Money Is Love,Richard Condon,1975,laure
mdp.39015058278394,The Last of the Country House Murders,Emma Tennant,1975,laure
uc1.b4098575,All in Good Time,Edward Ormondroyd,1975,laure
mdp.39015005349876,The Clairvoyant Countess,Dorothy Gilman,1975,laure
mdp.39015005722528,The Intruders,Pat Montandon,1975,laure
pst.000051356675,The Great Ghost Rescue,Eva Ibbotson,1975,laure
mdp.39015050932956,Earthsound,Arthur Herzog,1975,laure
mdp.39015061377258,The Bowl of Baal,Robert Ames Bennet,1975,laure
mdp.39015056486189,The Trees of Zharka,Nancy Mackenroth,1975,laure
pst.000029703463,Flake of Snow,Edward Sagarin,1975,laure
uiug.30112003476626,Exodus/UK,Richard Rohmer,1975,laure
uva.x000295771,Hitler Has Won,Frederic Mullally,1975,laure
uc1.b4451144,Transformations,John Mella,1975,laure
uc1.32106002166939,A Lovely Monster,Rick DeMarinis,1975,laure
mdp.39015000627235,Swimmer in the Secret Sea,William Kotzwinkle,1975,laure
mdp.39015022286689,Tobias and the Angel,Frank Yerby,1975,laure
uva.x000296152,Gush,Keith Abbott,1975,laure
mdp.39015005324507,Nightshade,Derek Marlowe,1975,laure
mdp.39015001701989,The Nuclear Crisis of 1979,William M. Brown,1975,laure
mdp.39015037454181,The Promise of Joy,Allen Drury,1975,laure
uva.x000722821,Waterspout Up,Anne Etkin,1975,laure
mdp.39015002735853,Going,Sumner Locke Elliott,1975,laure
pst.000023842687,Wingman,Manus Pinkwater,1975,laure
pst.000006410476,Witch in the House,Ruth Chew,1975,laure
uc1.b4937093,Terra Nostra,Carlos Fuentes,1975,laure
uc1.b4948978,Mr. Moon's Last Case,Brian Patten,1975,laure
mdp.39015031326245,Morrow's Ants,Edward Hyams,1975,laure
ien.35556019340850,The Gods of Raquel,Moacyr Scliar,1975,laure
mdp.39015014141462,Children of the Black Sabbath,Anne Hébert,1975,laure
inu.39000004109083,Kadosa,David G. Maillu,1975,laure
txu.059173023657224,Corregidora,Gayl Jones,1975,laure
mdp.39015024084702,To the Green Mountains,Eleanor Cameron,1975,laure
uc1.b4439329,Child of Night,Anne Edwards,1975,laure
mdp.39015010443110,The Legend of Krishna,Nigel Frith,1975,laure
mdp.39015017732309,Past Conditional,Guido Morselli,1975,laure
uc1.b3456567,The Cosmopolitan Girl,Rosalyn Drexler,1975,laure
inu.32000009169527,The Cats to Come,Geoffrey Household,1975,laure
uc1.b3790506,Berlinguer and the Professor,Anonymous,1975,laure
mdp.39015030700614,Fire and Ice,Ray Kytle,1975,laure
mdp.39015019370587,Heaven and Hell and the Megas Factor,Robert Nathan,1975,laure
mdp.39015033457345,'Pour la patrie': For My Country: An 1895 Religious and Separatist Vision of Quebec in the Mid-Twentieth Century,Jules-Paul Tardivel,1975,laure
mdp.39015024079702,Paradigm Red,Harold King,1975,laure
ppt.ssfcbz201710000398,The tombs of Atuan / Ursula K. Le Guin ; illustrated by Gail Garraty.,"Le Guin, Ursula K., 1929-",1975,temple
ppt.ssfcbz201808000054,The best science fiction of the year.,,1975,temple
mdp.39015062083178,Interview with the Vampire,Anne Rice,1976,laure
pst.000049696431,Beneath the Shattered Moons,Michael Bishop,1976,laure
mdp.39015008543418,A World Out of Time,Larry Niven,1976,laure
mdp.39015002662453,Where Late the Sweet Birds Sang,Kate Wilhelm,1976,laure
mdp.39015009287676,Triton,Samuel R. Delany,1976,laure
mdp.39015005540391,The Shattered Chain,Marion Zimmer Bradley,1976,laure
mdp.39015046878727,Patternmaster,Octavia E. Butler,1976,laure
uc1.b3884191,Man Plus,Frederik Pohl,1976,laure
mdp.39015006577822,Inferno,Larry Niven & Jerry Pournelle,1976,laure
inu.39000003123747,The Hand of Oberon,Roger Zelazny,1976,laure
mdp.39015010862855,The End of All Songs,Michael Moorcock,1976,laure
mdp.39015009020556,The Dragon and the George,Gordon R. Dickson,1976,laure
mdp.39015001362329,Doctor Rat,William Kotzwinkle,1976,laure
mdp.39015034647167,Doorways in the Sand,Roger Zelazny,1976,laure
uc1.32106007171835,Children of Dune,Frank Herbert,1976,laure
mdp.39015013416261,The Alteration,Kingsley Amis,1976,laure
mdp.39015048759594,Star Wars: From the Adventures of Luke Skywalker,George Lucas,1976,laure
ppt.ssfcbz201808000134,The Power of Blackness,Jack Williamson,1976,laure
uc1.b4101876,And All Between,Zilpha Keatley Snyder,1976,laure
inu.39000002159106,Lifeboat,Gordon R. Dickson & Harry Harrison,1976,laure
mdp.39015030842432,The Tides of Kregen,Alan Burt Akers,1976,laure
mdp.39015058799985,Maske: Thaery,Jack Vance,1976,laure
uva.x001560082,"Spock, Messiah!","Charles A. Spano, Jr. & Theodore R. Cogswell",1976,laure
ppt.ssfcbz201808000110,The Space Machine,Christopher Priest,1976,laure
ppt.ssfcbz202002001126,The World Asunder,Ian Wallace,1976,laure
mdp.39015042474885,OX,Piers Anthony,1976,laure
uc1.b4437609,Breakthrough,Ken Grimwood,1976,laure
mdp.39015008704606,The Adventures of Una Persson and Catherine Cornelius in the Twentieth Century: A Romance,Michael Moorcock,1976,laure
mdp.39015020723352,Eaters of the Dead,Michael Crichton,1976,laure
mdp.39015057618657,The Magic Goes Away,Larry Niven,1976,laure
inu.30000114180940,Star Probe,Joseph Green,1976,laure
ppt.ssfcbz202002001103,Specimens,Fred Saberhagen,1976,laure
mdp.39015000244577,Woman on the Edge of Time,Marge Piercy,1976,laure
mdp.39015010296195,The Devil in a Forest,Gene Wolfe,1976,laure
mdp.39015008993449,The Malacia Tapestry,Brian W. Aldiss,1976,laure
mdp.39015031602488,Deus Irae,Philip K. Dick & Roger Zelazny,1976,laure
uc1.b3762713,Brave Old World,Philippe Curval,1976,laure
mdp.39015021916583,The Multiple Man,Ben Bova,1976,laure
mdp.39015003919498,Definitely Maybe,Arkady Strugatsky & Boris Strugatsky,1976,laure
mdp.39015056814406,Shakespeare's Planet,Clifford D. Simak,1976,laure
mdp.39015013938116,Ratner's Star,Don DeLillo,1976,laure
mdp.39015020747013,Slapstick or Lonesome No More!,Kurt Vonnegut,1976,laure
inu.30000114172426,The Fury,John Farris,1976,laure
mdp.39015011586479,Bridge of Ashes,Roger Zelazny,1976,laure
uc1.b4446302,Skyfall,Harry Harrison,1976,laure
mdp.39015009375331,City of Darkness,Ben Bova,1976,laure
pst.000058034521,A String in the Harp,Nancy Bond,1976,laure
mdp.49015000743899,If You Could See Me Now,Peter Straub,1976,laure
mdp.39015033144240,Even Cowgirls Get the Blues,Tom Robbins,1976,laure
pst.000033944050,Lizard Music,D. Manus Pinkwater,1976,laure
mdp.39015035515710,Time Piper,Delia Huddy,1976,laure
mdp.39015030947959,Venus Development,David Bergamini,1976,laure
coo.31924000530992,The Bees,Jack Laflin,1976,laure
uva.x001560084,Star Trek Log Eight,Alan Dean Foster,1976,laure
mdp.39076005676908,The Water Is Wide,Ursula K. Le Guin,1976,laure
mdp.39015027237067,Touch Not the Cat,Mary Stewart,1976,laure
uc1.b4584893,Beard's Roman Women,Anthony Burgess,1976,laure
mdp.39015029845339,Kiss of the Spider Woman,Manuel Puig,1976,laure
mdp.39015010857053,The Stone Book,Alan Garner,1976,laure
mdp.39015003343962,The Crash of '79,Paul E. Erdman,1976,laure
mdp.39015011684399,The Hearing Trumpet,Leonora Carrington,1976,laure
inu.39000003404220,Astra and Flondrix,Seamus Cullen,1976,laure
uc1.b4402431,"Rotwang, or The Delirous Precision of Dreams",Tim Hildebrand,1976,laure
mdp.39015008398474,The Court-Martial of George Armstrong Custer,Douglas C. Jones,1976,laure
uc1.b4088053,The Magical Cupboard,Jane Louise Curry,1976,laure
uc1.b3462176,The Star Spangled Contract,Jim Garrison (I),1976,laure
mdp.39015017679211,The Blue Stone,Richard Kennedy,1976,laure
mdp.39015004273622,One in Four,Leonard Wibberley,1976,laure
uc1.b4446852,The Deadly Messiah,Albert Fay Hill & David Campbell Hill,1976,laure
uva.x001985923,The Shores of Kansas,Robert Chilson,1976,laure
uc1.b4938173,The Man with Two Memories,J. B. S. Haldane,1976,laure
mdp.49015001109926,The Hospital Ship,Martin Bax,1976,laure
uva.x000296175,Instar,Ryder Brady,1976,laure
mdp.49015001285411,Everyone Knows What a Dragon Looks Like,Jay Williams,1976,laure
uva.x000790145,The Sun Chemist,Lionel Davidson,1976,laure
mdp.39015010685900,Ironcastle,Philip José Farmer & J. H. Rosny aîné,1976,laure
mdp.39015002133893,The Yawning Heights,Alexander Zinoviev,1976,laure
uc1.32106002165253,The Whisper of the Axe,Richard Condon,1976,laure
mdp.39015001832776,Topology of a Phantom City,Alain Robbe-Grillet,1976,laure
uc1.b3741276,The Children of Dynmouth,William Trevor,1976,laure
uc1.32106018853751,Grand Solo for Anton,Herbert Rosendorfer,1976,laure
mdp.39015019392318,The Euguélionne,Louky Bersianik,1976,laure
mdp.39015005489771,Wild Robin,Susan Jeffers,1976,laure
mdp.39015020744465,Sombrero Fallout,Richard Brautigan,1976,laure
mdp.39015030034899,The Glass Cottage: A Nautical Romance,Peter Redgrove & Penelope Shuttle,1976,laure
uva.x000142540,The Joke Shop,D. J. Enright,1976,laure
wu.89053532776,Sweetwater,Knut Faldbakken,1976,laure
mdp.39015056199758,Magic,William Goldman,1976,laure
uc1.b3463714,The Canfield Decision,Spiro T. Agnew,1976,laure
uc1.b4430771,The Dogs,Robert Calder,1976,laure
uc1.b3464191,Klynt's Law,Elliott Baker,1976,laure
mdp.39015030846276,Survivor,Marc Brandel,1976,laure
uc1.31822032041386,Ghostboat,George E. Simpson & Neal R. Burger,1976,laure
mdp.39015030736170,The Cold Room,Jeffrey Caine,1976,laure
uc1.31158004013842,Two Strand River,Keith Maillard,1976,laure
mdp.39015014493129,Millennium: A Novel About People and Politics in the Year 1999,Ben Bova,1976,laure
mdp.39015046344514,Raise the Titanic!,Clive Cussler,1976,laure
mdp.39015030719085,Scenic Drive,Michael Wilding,1976,laure
mdp.39015022246352,The Devil in Texas,Aristeo Brito,1976,laure
mdp.39015042036023,Victuum,Isabella Ríos,1976,laure
mdp.39015010440637,Dragon Island,Jacques Godbout,1976,laure
mdp.39015049862876,The Falling World of Tristram Pocket,David Kellum,1976,laure
mdp.39015009194203,The Himalayan Concerto,John Masters,1976,laure
mdp.39015031823761,"The West End Horror: A Posthumous Memoir of John H. Watson, M.D.",Nicholas Meyer,1976,laure
mdp.39015000541279,Seeing Things,Charlotte Painter,1976,laure
ppt.ssfcbz201710000397,The left hand of darkness / by Ursula K. Le Guin.,"Le Guin, Ursula K., 1929-2018",1976,temple
ppt.ssfcbz201710000410,"Bio-futures : science fiction stories about biological metamorphosis / edited, with an introduction and notes, by Pamela Sargent.",,1976,temple
ppt.ssfcbz201710000443,My name is Legion / Roger Zelazny.,"Zelazny, Roger",1976,temple
mdp.39015013000396,Brothers of the Head,Brian W. Aldiss,1977,laure
uc1.b3862864,Stolen Faces,Michael Bishop,1977,laure
mdp.39015056801965,Sword of the Demon,Richard A. Lupoff,1977,laure
inu.30000042743116,The Sword of Shannara,Terry Brooks,1977,laure
ppt.ssfcbz201710000371,A Scanner Darkly,Philip K. Dick,1977,laure
mdp.39015049499166,The Ophiuchi Hotline,John Varley,1977,laure
mdp.39015012204890,Mirkheim,Poul Anderson,1977,laure
ppt.ssfcbz201710000339,Mind of My Mind,Octavia E. Butler,1977,laure
osu.32435008205445,The Martian Inca,Ian Watson,1977,laure
pst.000032254020,The Plague Dogs,Richard Adams,1977,laure
ppt.ssfcbz201710000415,Involution Ocean,Bruce Sterling,1977,laure
mdp.39015042857329,In the Ocean of Night,Gregory Benford,1977,laure
mdp.39015008639448,If the Stars Are Gods,Gregory Benford & Gordon Eklund,1977,laure
mdp.39015004821446,A Heritage of Stars,Clifford D. Simak,1977,laure
pst.000018854497,Heir of Sea and Fire,Patricia A. McKillip,1977,laure
inu.39000002610124,Gateway,Frederik Pohl,1977,laure
mdp.39015005343515,The Forbidden Tower,Marion Zimmer Bradley,1977,laure
mdp.39015013260727,Dying of the Light,George R. R. Martin,1977,laure
mdp.39015008842547,The Dark Design,Philip José Farmer,1977,laure
uc1.b4430797,Cirque,Terry Carr,1977,laure
mdp.39015008278221,The Dosadi Experiment,Frank Herbert,1977,laure
mdp.39015004159029,The Book of Merlyn,T. H. White,1977,laure
pst.000000083423,Trey of Swords,Andre Norton,1977,laure
mdp.39015000221716,We Who Are About to ...,Joanna Russ,1977,laure
inu.30000042755870,The Face of Fear,Brian Coffey,1977,laure
uva.x001081432,The Face of Fear,Dean R. Koontz,1977,laure
mdp.39015056817631,Silence Is Deadly,"Lloyd Biggle, Jr.",1977,laure
uva.x001503113,The Price of the Phoenix,Sondra Marshak & Myrna Culbreath,1977,laure
mdp.39015002734278,The Ice Is Coming,Patricia Wrightson,1977,laure
uva.x000721802,The Micronauts,Gordon Williams,1977,laure
mdp.39015005549541,Secret Rendezvous,Kobo Abe,1977,laure
pst.000021387050,The Mercenary,Jerry Pournelle,1977,laure
mdp.39015016924485,The Condition of Muzak,Michael Moorcock,1977,laure
mdp.39015008821244,Lord Foul's Bane,Stephen R. Donaldson,1977,laure
mdp.39015008821251,The Illearth War,Stephen R. Donaldson,1977,laure
mdp.39015008437959,The Power That Preserves,Stephen R. Donaldson,1977,laure
mdp.39015050309999,Drinking Sapphire Wine,Tanith Lee,1977,laure
uc1.b4102013,The Luck of Brin's Five,Cherry Wilder,1977,laure
uc1.32106018627809,Marie Laveau,Francine Prose,1977,laure
mdp.39015017670103,Go Saddle the Sea,Joan Aiken,1977,laure
mdp.49015000722406,Kampus,James E. Gunn,1977,laure
mdp.39015001718371,The Passion of New Eve,Angela Carter,1977,laure
uc1.b4951549,Little America,Rob Swigart,1977,laure
mdp.39015047769008,The Lavalite World,Philip José Farmer,1977,laure
mdp.39015012206630,Sing and Scatter Daisies,Louise Lawrence,1977,laure
uc1.b4088072,Empty World,John Christopher,1977,laure
uc1.32106017516177,Shadow of a Broken Man,George C. Chesbro,1977,laure
pst.000033672502,Ghosts I Have Been,Richard Peck,1977,laure
mdp.39076000810635,Jacob Atabet,Michael Murphy,1977,laure
uc1.31210017511336,The Golden Sword,Janet E. Morris,1977,laure
mdp.39015073818505,"Parsival, or a Knight's Tale",Richard Monaco,1977,laure
mdp.39015050605008,Portrait of a Romantic,Steven Millhauser,1977,laure
mdp.39015011582890,Plus,Joseph McElroy,1977,laure
mdp.39015000627219,Fata Morgana,William Kotzwinkle,1977,laure
inu.30000114172418,All Heads Turn When the Hunt Goes by,John Farris,1977,laure
mdp.39015012986595,Silver on the Tree,Susan Cooper,1977,laure
uva.x000461176,Blood Feud,Rosemary Sutcliff,1977,laure
pst.000012442454,Logan's World,William F. Nolan,1977,laure
uc1.32106002192232,Fault Lines,Kate Wilhelm,1977,laure
pst.000012691074,Nightwatch,Andrew M. Stephenson,1977,laure
uiug.30112124660835,Cloudcry,Sydney J. Van Scyoc,1977,laure
mdp.49015000909433,"Come Away from the Water, Shirley",John Burningham,1977,laure
mdp.39015005513612,Supermind,A. E. van Vogt,1977,laure
mdp.39015073907787,Superfolks,Robert Mayer,1977,laure
uc1.b4362479,Sinai Tapestry,Edward Whittemore,1977,laure
uc1.b4437956,Crackpot,Ron Goulart,1977,laure
txu.059173017950075,The Second Ring of Power,Carlos Castaneda,1977,laure
uc1.32106002166947,Scimitar,Rick DeMarinis,1977,laure
osu.32435055414791,The Ecolog,R. Faraday Nelson,1977,laure
ppt.ssfcbz201808000180,The Probability Corner,Leigh Richmond & Walt Richmond,1977,laure
mdp.39015056839684,The Ring of Fire,Shirley Rousseau Murphy,1977,laure
uc1.31158002652765,The Black Death,John S. Marr & Gwyneth Cravens,1977,laure
mdp.39015056817300,Magic Squares,Paul Calter,1977,laure
uva.x000164083,The Time of the Kraken,Jay Williams,1977,laure
uc1.b4446124,Heat,Arthur Herzog,1977,laure
mdp.39015046825496,The Public Burning,Robert Coover,1977,laure
cub.p103250307003,Fireball,Vic Mayhew & Doug Long,1977,laure
mdp.39015000648553,Exit Sherlock Holmes,Robert Lee Hall,1977,laure
mdp.49015000743105,Anti-matter,C. M. Stanbury,1977,laure
mdp.39015056262796,Xanthe and the Robots,Sheila MacLeod,1977,laure
mdp.49015000893504,The Upside-Down Man,Russell Baker,1977,laure
uc1.b4450132,The Poe Papers,N. L. Zaroulis,1977,laure
mdp.49015002590363,Blizzard,George Stone,1977,laure
uc1.b4362001,Riddle,Dan Sherman,1977,laure
uc1.32106002170469,In the Suicide Mountains,John Gardner,1977,laure
mdp.39015026931066,"Lovers Living, Lovers Dead",Richard Lortz,1977,laure
mdp.39015053670066,The Good Leviathan,Pierre Boulle,1977,laure
uc1.b4088027,The Birdstones,Jane Louise Curry,1977,laure
mdp.39015000146699,Ceremony,Leslie Marmon Silko,1977,laure
mdp.39015030091030,The Colours of War,Matt Cohen,1977,laure
uc1.b3457876,Against All Enemies,Ervin S. Duggan & Ben J. Wattenberg,1977,laure
uc1.$b451206,The Time of the Emergency,Peter Rand,1977,laure
uc1.b3739046,The Confessions of Josef Baisz,Dan Jacobson,1977,laure
mdp.39015008450655,The Wasp in a Wig,Lewis Carroll,1977,laure
mdp.39015030737657,They: A Sequence of Unease,Kay Dick,1977,laure
mdp.39015021915965,A Hole in the Head,Francis Stuart,1977,laure
pst.000065315057,Falconer,John Cheever,1977,laure
uva.x000394987,The Amityville Horror,Jay Anson,1977,laure
mdp.39015005893980,Close Encounters of the Third Kind,Steven Spielberg,1977,laure
uc1.b4098597,Goldenrod,Mary Towne,1977,laure
mdp.39015046379130,The Flounder,Günter Grass,1977,laure
mdp.39015073377379,The Daemon,Peter Tuesday Hughes,1977,laure
mdp.39015051815150,Guinever's Gift,Nicole St. John,1977,laure
mdp.39015048902640,Minnie Santangelo & the Evil Eye,Anthony Mancini,1977,laure
mdp.39015031297438,The Fork River Space Project,Wright Morris,1977,laure
ppt.ssfcbz201710000386,Kampus : a novel / by James E. Gunn.,"Gunn, James E., 1923-2020.",1977,temple
ppt.ssfcbz201808000034,Best science fiction stories of the year.,,1977,temple
ppt.ssfcbz202002001097,Critical mass / Frederik Pohl and C.M. Kornbluth.,"Pohl, Frederik",1977,temple
mdp.39015028704974,The White Dragon,Anne McCaffrey,1978,laure
mdp.49015002834613,Up the Walls of the World,"James Tiptree, Jr.",1978,laure
uc1.b3862874,Strangers,Gardner Dozois,1978,laure
mdp.39015005028678,The Stand,Stephen King,1978,laure
mdp.39015056165635,The Stand: The Complete & Uncut Edition,Stephen King,1978,laure
mdp.39015020000694,Sight of Proteus,Charles Sheffield,1978,laure
mdp.39015005282622,SS-GB,Len Deighton,1978,laure
mdp.39015052543298,The Road to Corlay,Richard Cowper,1978,laure
uiug.30112000766565,Poe Must Die,Marc Olden,1978,laure
mdp.39015005516904,Kalki,Gore Vidal,1978,laure
mdp.39015056485884,Hotel Transylvania,Chelsea Quinn Yarbro,1978,laure
uva.x000883394,The Faded Sun: Shon'jir,C. J. Cherryh,1978,laure
uva.x000882738,The Faded Sun: Kesrith,C. J. Cherryh,1978,laure
uc1.b4951323,Dreamsnake,Vonda N. McIntyre,1978,laure
mdp.39015022187036,The Dark Bright Water,Patricia Wrightson,1978,laure
uc1.b4951698,The Courts of Chaos,Roger Zelazny,1978,laure
inu.30000104227065,Colony,Ben Bova,1978,laure
mdp.39015037402719,Blind Voices,Tom Reamy,1978,laure
uc1.32106015466912,What Dreams May Come,Richard Matheson,1978,laure
mdp.39015014504024,The Avatar,Poul Anderson,1978,laure
mdp.39015000595333,Altered States,Paddy Chayefsky,1978,laure
uc1.32106002186010,The Two of Them,Joanna Russ,1978,laure
mdp.39015011802215,Home from the Shore,Gordon R. Dickson,1978,laure
uc1.32106005888059,The Far Call,Gordon R. Dickson,1978,laure
uva.x001491624,Mudd's Angels,J. A. Lawrence,1978,laure
uva.x001505691,Vulcan!,Kathleen Sky,1978,laure
pst.000030507784,Battlestar Galactica,Robert Thurston & Glen A. Larson,1978,laure
mdp.39015015387122,The Book of the Dun Cow,"Walter Wangerin, Jr.",1978,laure
mdp.39015056163242,Kirlian Quest,Piers Anthony,1978,laure
pst.000013229382,Stormqueen!,Marion Zimmer Bradley,1978,laure
pst.000000274135,Mortal Gods,Jonathan Fast,1978,laure
uc1.b4369743,The Girl with the Jade Green Eyes,John Boyd,1978,laure
uc1.b4949047,Beloved Son,George Turner,1978,laure
uc1.32106014161738,A.K.A.: A Cosmic Fable,Rob Swigart,1978,laure
ppt.ssfcbz202002001068,The Ion War,Colin Kapp,1978,laure
pst.000013874476,The Wolfen,Whitley Strieber,1978,laure
uc1.b4087888,The Treasure of Alpheus Winterborn,John Bellairs,1978,laure
uc1.$b400475,Quag Keep,Andre Norton,1978,laure
mdp.39015064094090,Confederation Matador,J. F. Bone,1978,laure
inu.30000104229814,Pursuit of the Screamer,Ansen Dibell,1978,laure
uc1.b3860559,Mastodonia,Clifford D. Simak,1978,laure
mdp.39015006197324,The Fellowship of the Talisman,Clifford D. Simak,1978,laure
mdp.39015049615043,Percival and the Presence of God,Jim Hunter,1978,laure
mdp.39015007010096,The Stainless Steel Rat Wants You,Harry Harrison,1978,laure
mdp.39015014184231,Arthur Rex,Thomas Berger (1924-2014),1978,laure
uc1.b4451964,Chrome,George Nader,1978,laure
ppt.ssfcbz201808000165,Doom Star,Richard S. Meyers,1978,laure
mdp.39076001041719,Beauty,Robin McKinley,1978,laure
uc1.32106010992912,The Road to Tamazunchale,Ron Arias,1978,laure
ppt.ssfcbz201710000383,Algorithm,Jean Mark Gawron,1978,laure
mdp.39015004106376,Sherlock Holmes vs. Dracula,Loren D. Estleman,1978,laure
mdp.39015020712116,Falling Angel,William Hjortsberg,1978,laure
pst.000016320352,Oron,David C. Smith,1978,laure
ppt.ssfcbz201710000384,The Wicked Cyborg,Ron Goulart,1978,laure
